id_str,from_user,created_at,time,user_lang,,,,,,
9.40278800641921E+017,LiverpoolBets_1,Mon Dec 11 17:55:10 +0000 2017,11/12/2017 17:55:10,en-gb,,,,,,
9.40278797739233E+017,tengkuloli,Mon Dec 11 17:55:09 +0000 2017,11/12/2017 17:55:09,en,,,,,,
9.40278792605577E+017,mesquita45rafa,Mon Dec 11 17:55:08 +0000 2017,11/12/2017 17:55:08,en,,,,,,
9.4027878427573E+017,SenaTweet,Mon Dec 11 17:55:06 +0000 2017,11/12/2017 17:55:06,en,,,,,,
9.40278781406863E+017,Everton3Bets,Mon Dec 11 17:55:05 +0000 2017,11/12/2017 17:55:05,en-gb,,,,,,
9.40278779905233E+017,AddictoLingard,Mon Dec 11 17:55:05 +0000 2017,11/12/2017 17:55:05,en,,,,,,
9.40278772720394E+017,vestisporta,Mon Dec 11 17:55:03 +0000 2017,11/12/2017 17:55:03,ru,,,,,,
9.40278771864801E+017,BillSowah1,Mon Dec 11 17:55:03 +0000 2017,11/12/2017 17:55:03,en,,,,,,
9.40278768626569E+017,Andripratama_11,Mon Dec 11 17:55:02 +0000 2017,11/12/2017 17:55:02,en,,,,,,
9.40278768417018E+017,BillSowah1,Mon Dec 11 17:55:02 +0000 2017,11/12/2017 17:55:02,en,,,,,,
9.40278766395449E+017,sergio_catalan,Mon Dec 11 17:55:02 +0000 2017,11/12/2017 17:55:02,es,,,,,,
9.40278763266376E+017,MisterJoaoDavid,Mon Dec 11 17:55:01 +0000 2017,11/12/2017 17:55:01,pt,,,,,,
9.40278753586024E+017,berkayozenmiss,Mon Dec 11 17:54:59 +0000 2017,11/12/2017 17:54:59,tr,,,,,,
9.40278744522068E+017,CR7WorldNews,Mon Dec 11 17:54:56 +0000 2017,11/12/2017 17:54:56,hu,,,,,,
9.40278743502791E+017,Sam_Nusa,Mon Dec 11 17:54:56 +0000 2017,11/12/2017 17:54:56,en,,,,,,
9.4027874162382E+017,poetadeDios17,Mon Dec 11 17:54:56 +0000 2017,11/12/2017 17:54:56,es,,,,,,
9.40278739635786E+017,beklemeyapmaBJK,Mon Dec 11 17:54:55 +0000 2017,11/12/2017 17:54:55,tr,,,,,,
9.40278724435628E+017,beklemeyapmaBJK,Mon Dec 11 17:54:52 +0000 2017,11/12/2017 17:54:52,tr,,,,,,
9.40278721898041E+017,U22joseU,Mon Dec 11 17:54:51 +0000 2017,11/12/2017 17:54:51,en,,,,,,
9.40278714763444E+017,marca,Mon Dec 11 17:54:49 +0000 2017,11/12/2017 17:54:49,es,,,,,,
9.40278714008572E+017,N24Guayana,Mon Dec 11 17:54:49 +0000 2017,11/12/2017 17:54:49,es,,,,,,
9.40278713576329E+017,karanunited,Mon Dec 11 17:54:49 +0000 2017,11/12/2017 17:54:49,en,,,,,,
9.40278711613575E+017,silvioluiz,Mon Dec 11 17:54:49 +0000 2017,11/12/2017 17:54:49,pt,,,,,,
9.40278709117948E+017,LuisAlejFlores0,Mon Dec 11 17:54:48 +0000 2017,11/12/2017 17:54:48,es,,,,,,
9.40278706060263E+017,EatMyStoke,Mon Dec 11 17:54:47 +0000 2017,11/12/2017 17:54:47,en,,,,,,
9.40278705687024E+017,ermin_garcia,Mon Dec 11 17:54:47 +0000 2017,11/12/2017 17:54:47,es,,,,,,
9.4027869907685E+017,arcanodavvero,Mon Dec 11 17:54:46 +0000 2017,11/12/2017 17:54:46,it,,,,,,
9.40278692131017E+017,FanaticoTigrero,Mon Dec 11 17:54:44 +0000 2017,11/12/2017 17:54:44,es,,,,,,
9.40278688444244E+017,Mario_Bros91,Mon Dec 11 17:54:43 +0000 2017,11/12/2017 17:54:43,es,,,,,,
9.40278686003147E+017,CR7WorldNews,Mon Dec 11 17:54:42 +0000 2017,11/12/2017 17:54:42,hu,,,,,,
9.40278684811919E+017,N24Guayana,Mon Dec 11 17:54:42 +0000 2017,11/12/2017 17:54:42,es,,,,,,
9.40278682794578E+017,Sas_NIL,Mon Dec 11 17:54:42 +0000 2017,11/12/2017 17:54:42,en,,,,,,
9.40278671302168E+017,RaulYepez,Mon Dec 11 17:54:39 +0000 2017,11/12/2017 17:54:39,es,,,,,,
9.40278662846452E+017,BillSowah1,Mon Dec 11 17:54:37 +0000 2017,11/12/2017 17:54:37,en,,,,,,
9.40278662355702E+017,Abruzzie_,Mon Dec 11 17:54:37 +0000 2017,11/12/2017 17:54:37,en,,,,,,
9.40278646736073E+017,Doblecincomx,Mon Dec 11 17:54:33 +0000 2017,11/12/2017 17:54:33,es,,,,,,
9.4027864209725E+017,KeremDenizOkan,Mon Dec 11 17:54:32 +0000 2017,11/12/2017 17:54:32,tr,,,,,,
9.40278640453018E+017,m_oktayyildirim,Mon Dec 11 17:54:32 +0000 2017,11/12/2017 17:54:32,tr,,,,,,
9.40278640453018E+017,m_oktayyildirim,Mon Dec 11 17:54:32 +0000 2017,11/12/2017 17:54:32,tr,,,,,,
9.40278636275433E+017,Hassan_Farg14,Mon Dec 11 17:54:31 +0000 2017,11/12/2017 17:54:31,ar,,,,,,
9.40278634769797E+017,rankki,Mon Dec 11 17:54:30 +0000 2017,11/12/2017 17:54:30,tr,,,,,,
9.40278632257384E+017,ilayasln,Mon Dec 11 17:54:30 +0000 2017,11/12/2017 17:54:30,tr,,,,,,
9.40278631707959E+017,burhaan1907,Mon Dec 11 17:54:29 +0000 2017,11/12/2017 17:54:29,tr,,,,,,
9.40278626527805E+017,m_asyran24,Mon Dec 11 17:54:28 +0000 2017,11/12/2017 17:54:28,en,,,,,,
9.40278625001267E+017,BillSowah1,Mon Dec 11 17:54:28 +0000 2017,11/12/2017 17:54:28,en,,,,,,
9.40278622132241E+017,SonsuzEndorfin,Mon Dec 11 17:54:27 +0000 2017,11/12/2017 17:54:27,tr,,,,,,
9.40278617342468E+017,Xtrpr,Mon Dec 11 17:54:26 +0000 2017,11/12/2017 17:54:26,pt,,,,,,
9.40278614062486E+017,irmakmucahitt,Mon Dec 11 17:54:25 +0000 2017,11/12/2017 17:54:25,tr,,,,,,
9.40278607238369E+017,FrknEnesGltkn,Mon Dec 11 17:54:24 +0000 2017,11/12/2017 17:54:24,tr,,,,,,
9.40278606395257E+017,valoucvn,Mon Dec 11 17:54:23 +0000 2017,11/12/2017 17:54:23,fr,,,,,,
9.40278606265242E+017,HernanDiazCarp,Mon Dec 11 17:54:23 +0000 2017,11/12/2017 17:54:23,es,,,,,,
9.40278605950653E+017,eyupgezerrr,Mon Dec 11 17:54:23 +0000 2017,11/12/2017 17:54:23,tr,,,,,,
9.40278600925839E+017,aakan_,Mon Dec 11 17:54:22 +0000 2017,11/12/2017 17:54:22,tr,,,,,,
9.40278597054591E+017,BillSowah1,Mon Dec 11 17:54:21 +0000 2017,11/12/2017 17:54:21,en,,,,,,
9.40278594386956E+017,notjaber,Mon Dec 11 17:54:21 +0000 2017,11/12/2017 17:54:21,en,,,,,,
9.40278593338429E+017,IEgbefome,Mon Dec 11 17:54:20 +0000 2017,11/12/2017 17:54:20,en,,,,,,
9.40278590708634E+017,JuveVinciPerMe,Mon Dec 11 17:54:20 +0000 2017,11/12/2017 17:54:20,it,,,,,,
9.40278584605905E+017,RaulYepez,Mon Dec 11 17:54:18 +0000 2017,11/12/2017 17:54:18,es,,,,,,
9.40278584148718E+017,19_JosephCSE,Mon Dec 11 17:54:18 +0000 2017,11/12/2017 17:54:18,es,,,,,,
9.40278574124356E+017,sararoshansabur,Mon Dec 11 17:54:16 +0000 2017,11/12/2017 17:54:16,en,,,,,,
9.40278566956216E+017,Charlito_75,Mon Dec 11 17:54:14 +0000 2017,11/12/2017 17:54:14,es,,,,,,
9.40278563734983E+017,Mario87679234,Mon Dec 11 17:54:13 +0000 2017,11/12/2017 17:54:13,it,,,,,,
9.40278562459972E+017,MILANBAROSS15,Mon Dec 11 17:54:13 +0000 2017,11/12/2017 17:54:13,tr,,,,,,
9.40278558836052E+017,cereen_ua,Mon Dec 11 17:54:12 +0000 2017,11/12/2017 17:54:12,tr,,,,,,
9.40278557871366E+017,DudaElias19,Mon Dec 11 17:54:12 +0000 2017,11/12/2017 17:54:12,pt,,,,,,
9.40278557837873E+017,kkutayali_,Mon Dec 11 17:54:12 +0000 2017,11/12/2017 17:54:12,tr,,,,,,
9.40278557560975E+017,jrzarate1,Mon Dec 11 17:54:12 +0000 2017,11/12/2017 17:54:12,es,,,,,,
9.4027855266202E+017,historiaFutbole,Mon Dec 11 17:54:11 +0000 2017,11/12/2017 17:54:11,es,,,,,,
9.40278551412199E+017,hakancicekk8,Mon Dec 11 17:54:10 +0000 2017,11/12/2017 17:54:10,tr,,,,,,
9.4027854908842E+017,ArdonGabriel,Mon Dec 11 17:54:10 +0000 2017,11/12/2017 17:54:10,en,,,,,,
9.40278547393937E+017,HazzyP83,Mon Dec 11 17:54:09 +0000 2017,11/12/2017 17:54:09,en,,,,,,
9.40278533410214E+017,RaulYepez,Mon Dec 11 17:54:06 +0000 2017,11/12/2017 17:54:06,es,,,,,,
9.40278533078815E+017,Charlito_75,Mon Dec 11 17:54:06 +0000 2017,11/12/2017 17:54:06,es,,,,,,
9.40278530931331E+017,Ladysenoraa,Mon Dec 11 17:54:05 +0000 2017,11/12/2017 17:54:05,en,,,,,,
9.40278527575851E+017,ebenwatts,Mon Dec 11 17:54:05 +0000 2017,11/12/2017 17:54:05,en,,,,,,
9.40278526237925E+017,leninvilchez2,Mon Dec 11 17:54:04 +0000 2017,11/12/2017 17:54:04,es,,,,,,
9.40278520856621E+017,JhosJhonyQT,Mon Dec 11 17:54:03 +0000 2017,11/12/2017 17:54:03,es,,,,,,
9.40278520235876E+017,OYurtgan,Mon Dec 11 17:54:03 +0000 2017,11/12/2017 17:54:03,tr,,,,,,
9.40278517295665E+017,GurhanHaskiris,Mon Dec 11 17:54:02 +0000 2017,11/12/2017 17:54:02,tr,,,,,,
9.40278516855247E+017,schwan63,Mon Dec 11 17:54:02 +0000 2017,11/12/2017 17:54:02,en,,,,,,
9.40278513554244E+017,dan_nes87,Mon Dec 11 17:54:01 +0000 2017,11/12/2017 17:54:01,es,,,,,,
9.40278512417722E+017,_FinoAllaFine__,Mon Dec 11 17:54:01 +0000 2017,11/12/2017 17:54:01,it,,,,,,
9.40278511574635E+017,carioca_mg,Mon Dec 11 17:54:01 +0000 2017,11/12/2017 17:54:01,pt,,,,,,
9.40278508701536E+017,SRFCHUGO,Mon Dec 11 17:54:00 +0000 2017,11/12/2017 17:54:00,fr,,,,,,
9.40278502481388E+017,LustfulLlorente,Mon Dec 11 17:53:59 +0000 2017,11/12/2017 17:53:59,en,,,,,,
9.40278498589118E+017,A3bdla,Mon Dec 11 17:53:58 +0000 2017,11/12/2017 17:53:58,en,,,,,,
9.4027849858911E+017,AddictoLingard,Mon Dec 11 17:53:58 +0000 2017,11/12/2017 17:53:58,en,,,,,,
9.40278495011332E+017,EduardoNuezRive,Mon Dec 11 17:53:57 +0000 2017,11/12/2017 17:53:57,es,,,,,,
9.40278493178483E+017,HamitOzcu,Mon Dec 11 17:53:56 +0000 2017,11/12/2017 17:53:56,tr,,,,,,
9.40278484194259E+017,metin_akverdi,Mon Dec 11 17:53:54 +0000 2017,11/12/2017 17:53:54,tr,,,,,,
9.40278483267096E+017,Dudungnw_,Mon Dec 11 17:53:54 +0000 2017,11/12/2017 17:53:54,id,,,,,,
9.40278479609913E+017,mesutibraimov,Mon Dec 11 17:53:53 +0000 2017,11/12/2017 17:53:53,tr,,,,,,
9.40278476359307E+017,KayhanI903,Mon Dec 11 17:53:52 +0000 2017,11/12/2017 17:53:52,tr,,,,,,
9.40278470051094E+017,Rose_76_,Mon Dec 11 17:53:51 +0000 2017,11/12/2017 17:53:51,de,,,,,,
9.40278463860236E+017,KaanUtkuTaskn,Mon Dec 11 17:53:49 +0000 2017,11/12/2017 17:53:49,tr,,,,,,
9.40278462983622E+017,Junaaaid,Mon Dec 11 17:53:49 +0000 2017,11/12/2017 17:53:49,en-GB,,,,,,
9.40278457786827E+017,grgnblnt,Mon Dec 11 17:53:48 +0000 2017,11/12/2017 17:53:48,tr,,,,,,
9.40278445933826E+017,TigoSportsGt,Mon Dec 11 17:53:45 +0000 2017,11/12/2017 17:53:45,es,,,,,,
9.4027844407149E+017,BillSowah1,Mon Dec 11 17:53:45 +0000 2017,11/12/2017 17:53:45,en,,,,,,
9.4027843826663E+017,MillenniumMall,Mon Dec 11 17:53:43 +0000 2017,11/12/2017 17:53:43,es,,,,,,
9.40278437851394E+017,Tiffany_Rapalo,Mon Dec 11 17:53:43 +0000 2017,11/12/2017 17:53:43,es,,,,,,
9.40278425037574E+017,BunnyJK22,Mon Dec 11 17:53:40 +0000 2017,11/12/2017 17:53:40,en,,,,,,
9.40278423691424E+017,betarango,Mon Dec 11 17:53:40 +0000 2017,11/12/2017 17:53:40,es,,,,,,
9.40278414774333E+017,bessaaa17,Mon Dec 11 17:53:38 +0000 2017,11/12/2017 17:53:38,pt,,,,,,
9.40278405827908E+017,angie_fernanda1,Mon Dec 11 17:53:36 +0000 2017,11/12/2017 17:53:36,es,,,,,,
9.40278402644431E+017,burcuakdemr,Mon Dec 11 17:53:35 +0000 2017,11/12/2017 17:53:35,tr,,,,,,
9.40278402644357E+017,kapceyter,Mon Dec 11 17:53:35 +0000 2017,11/12/2017 17:53:35,en,,,,,,
9.40278402526744E+017,magarsanjay230,Mon Dec 11 17:53:35 +0000 2017,11/12/2017 17:53:35,en-gb,,,,,,
9.40278400664719E+017,AddictoLingard,Mon Dec 11 17:53:34 +0000 2017,11/12/2017 17:53:34,en,,,,,,
9.40278399234437E+017,evreneser6,Mon Dec 11 17:53:34 +0000 2017,11/12/2017 17:53:34,tr,,,,,,
9.4027839867236E+017,Yuzef61AFC,Mon Dec 11 17:53:34 +0000 2017,11/12/2017 17:53:34,en,,,,,,
9.4027839610964E+017,JofrePilos,Mon Dec 11 17:53:33 +0000 2017,11/12/2017 17:53:33,en,,,,,,
9.40278390724186E+017,hcetin3,Mon Dec 11 17:53:32 +0000 2017,11/12/2017 17:53:32,tr,,,,,,
9.4027838617752E+017,100kanat,Mon Dec 11 17:53:31 +0000 2017,11/12/2017 17:53:31,tr,,,,,,
9.40278385791644E+017,mrhxor,Mon Dec 11 17:53:31 +0000 2017,11/12/2017 17:53:31,tr,,,,,,
9.40278379630268E+017,enysd,Mon Dec 11 17:53:29 +0000 2017,11/12/2017 17:53:29,en,,,,,,
9.40278377411465E+017,Tiffany_Rapalo,Mon Dec 11 17:53:29 +0000 2017,11/12/2017 17:53:29,es,,,,,,
9.4027837519691E+017,OguzcanBal16,Mon Dec 11 17:53:28 +0000 2017,11/12/2017 17:53:28,tr,,,,,,
9.4027837377504E+017,Lilian_Bertin,Mon Dec 11 17:53:28 +0000 2017,11/12/2017 17:53:28,fr,,,,,,
9.40278371317174E+017,hesh22,Mon Dec 11 17:53:27 +0000 2017,11/12/2017 17:53:27,en,,,,,,
9.40278370436305E+017,TrkAtlgn,Mon Dec 11 17:53:27 +0000 2017,11/12/2017 17:53:27,tr,,,,,,
9.40278360252535E+017,Ramoswifes,Mon Dec 11 17:53:25 +0000 2017,11/12/2017 17:53:25,fr,,,,,,
9.40278355710087E+017,officialchicotz,Mon Dec 11 17:53:24 +0000 2017,11/12/2017 17:53:24,en,,,,,,
9.40278353864593E+017,WFernandez13901,Mon Dec 11 17:53:23 +0000 2017,11/12/2017 17:53:23,es,,,,,,
9.40278350576259E+017,xxAEPxxx,Mon Dec 11 17:53:22 +0000 2017,11/12/2017 17:53:22,tr,,,,,,
9.40278341625577E+017,ToniXtv,Mon Dec 11 17:53:20 +0000 2017,11/12/2017 17:53:20,es,,,,,,
9.40278327516033E+017,PBodensohn,Mon Dec 11 17:53:17 +0000 2017,11/12/2017 17:53:17,de,,,,,,
9.40278310893998E+017,laupereira1305,Mon Dec 11 17:53:13 +0000 2017,11/12/2017 17:53:13,pt,,,,,,
9.40278304791318E+017,mrhxor,Mon Dec 11 17:53:12 +0000 2017,11/12/2017 17:53:12,tr,,,,,,
9.40278302794805E+017,LEGENDOWSKI5,Mon Dec 11 17:53:11 +0000 2017,11/12/2017 17:53:11,fr,,,,,,
9.40278301817438E+017,dchavezodar,Mon Dec 11 17:53:11 +0000 2017,11/12/2017 17:53:11,en,,,,,,
9.40278301658092E+017,alperince_,Mon Dec 11 17:53:11 +0000 2017,11/12/2017 17:53:11,tr,,,,,,
9.40278297216344E+017,OYurtgan,Mon Dec 11 17:53:10 +0000 2017,11/12/2017 17:53:10,tr,,,,,,
9.40278296910221E+017,akinata1986,Mon Dec 11 17:53:10 +0000 2017,11/12/2017 17:53:10,en,,,,,,
9.40278296260022E+017,LecheDeCulebra,Mon Dec 11 17:53:10 +0000 2017,11/12/2017 17:53:10,es,,,,,,
9.40278285652677E+017,iJoseGR,Mon Dec 11 17:53:07 +0000 2017,11/12/2017 17:53:07,en,,,,,,
9.402782852207E+017,halis_kiraz,Mon Dec 11 17:53:07 +0000 2017,11/12/2017 17:53:07,tr,,,,,,
9.40278282913763E+017,vascomatos21,Mon Dec 11 17:53:06 +0000 2017,11/12/2017 17:53:06,pt,,,,,,
9.40278276303606E+017,josepajaro13,Mon Dec 11 17:53:05 +0000 2017,11/12/2017 17:53:05,es,,,,,,
9.40278264655905E+017,malik1903jk,Mon Dec 11 17:53:02 +0000 2017,11/12/2017 17:53:02,de,,,,,,
9.40278256921727E+017,Omertayyib,Mon Dec 11 17:53:00 +0000 2017,11/12/2017 17:53:00,tr,,,,,,
9.40278253755032E+017,FatihEnesAksak1,Mon Dec 11 17:52:59 +0000 2017,11/12/2017 17:52:59,tr,,,,,,
9.40278250462417E+017,fatgomesD,Mon Dec 11 17:52:59 +0000 2017,11/12/2017 17:52:59,pt,,,,,,
9.40278241725747E+017,MourinhoMUFC16,Mon Dec 11 17:52:57 +0000 2017,11/12/2017 17:52:57,en-gb,,,,,,
9.40278236877152E+017,kehrli_jenee,Mon Dec 11 17:52:55 +0000 2017,11/12/2017 17:52:55,en,,,,,,
9.40278231118287E+017,Alpertungafit,Mon Dec 11 17:52:54 +0000 2017,11/12/2017 17:52:54,tr,,,,,,
9.40278230568915E+017,pphoboss,Mon Dec 11 17:52:54 +0000 2017,11/12/2017 17:52:54,tr,,,,,,
9.40278229658632E+017,CaudilloMiguel,Mon Dec 11 17:52:54 +0000 2017,11/12/2017 17:52:54,es,,,,,,
9.40278227582488E+017,kapceyter,Mon Dec 11 17:52:53 +0000 2017,11/12/2017 17:52:53,en,,,,,,
9.40278226911465E+017,ziya_Anti_fBjk,Mon Dec 11 17:52:53 +0000 2017,11/12/2017 17:52:53,tr,,,,,,
9.40278225313456E+017,feyyazbicak,Mon Dec 11 17:52:53 +0000 2017,11/12/2017 17:52:53,tr,,,,,,
9.40278223992214E+017,efsane21muro,Mon Dec 11 17:52:52 +0000 2017,11/12/2017 17:52:52,de,,,,,,
9.40278218514461E+017,usher_haydee,Mon Dec 11 17:52:51 +0000 2017,11/12/2017 17:52:51,en,,,,,,
9.40278217889452E+017,PhiIippeEdition,Mon Dec 11 17:52:51 +0000 2017,11/12/2017 17:52:51,en,,,,,,
9.40278204278936E+017,JPadilla_80,Mon Dec 11 17:52:48 +0000 2017,11/12/2017 17:52:48,en,,,,,,
9.40278201355588E+017,sertaccc1907,Mon Dec 11 17:52:47 +0000 2017,11/12/2017 17:52:47,tr,,,,,,
9.40278198566294E+017,ManUnitedBantz,Mon Dec 11 17:52:46 +0000 2017,11/12/2017 17:52:46,en-GB,,,,,,
9.40278195928125E+017,Jcprada1003,Mon Dec 11 17:52:46 +0000 2017,11/12/2017 17:52:46,es,,,,,,
9.40278195726713E+017,Sigacomunica,Mon Dec 11 17:52:46 +0000 2017,11/12/2017 17:52:46,es,,,,,,
9.40278187673735E+017,Yediderler,Mon Dec 11 17:52:44 +0000 2017,11/12/2017 17:52:44,tr,,,,,,
9.40278185434014E+017,mrxogrcbdwzbh21,Mon Dec 11 17:52:43 +0000 2017,11/12/2017 17:52:43,en,,,,,,
9.4027818337459E+017,sakinolsampuan3,Mon Dec 11 17:52:43 +0000 2017,11/12/2017 17:52:43,tr,,,,,,
9.40278178240754E+017,Charlito_75,Mon Dec 11 17:52:41 +0000 2017,11/12/2017 17:52:41,es,,,,,,
9.40278177921987E+017,shirleencrosle2,Mon Dec 11 17:52:41 +0000 2017,11/12/2017 17:52:41,en,,,,,,
9.40278171412206E+017,oficialodr,Mon Dec 11 17:52:40 +0000 2017,11/12/2017 17:52:40,es,,,,,,
9.40278170422571E+017,gemmast01412084,Mon Dec 11 17:52:40 +0000 2017,11/12/2017 17:52:40,en,,,,,,
9.40278169780867E+017,colettalivio241,Mon Dec 11 17:52:39 +0000 2017,11/12/2017 17:52:39,en,,,,,,
9.4027816701261E+017,prof__gf,Mon Dec 11 17:52:39 +0000 2017,11/12/2017 17:52:39,it,,,,,,
9.40278158884069E+017,CesarlmlTMI,Mon Dec 11 17:52:37 +0000 2017,11/12/2017 17:52:37,en,,,,,,
9.40278158359761E+017,ErenBezmi,Mon Dec 11 17:52:37 +0000 2017,11/12/2017 17:52:37,tr,,,,,,
9.40278154530361E+017,Hector_12c,Mon Dec 11 17:52:36 +0000 2017,11/12/2017 17:52:36,es,,,,,,
9.40278149929152E+017,SoloCristy,Mon Dec 11 17:52:35 +0000 2017,11/12/2017 17:52:35,it,,,,,,
9.40278148414964E+017,soeightnavi,Mon Dec 11 17:52:34 +0000 2017,11/12/2017 17:52:34,fr,,,,,,
9.40278146779288E+017,E_A_D_T_,Mon Dec 11 17:52:34 +0000 2017,11/12/2017 17:52:34,es,,,,,,
9.40278137245626E+017,DozmeN93,Mon Dec 11 17:52:32 +0000 2017,11/12/2017 17:52:32,tr,,,,,,
9.40278131868553E+017,el_chiak,Mon Dec 11 17:52:30 +0000 2017,11/12/2017 17:52:30,es,,,,,,
9.40278131864293E+017,BaykanDLK,Mon Dec 11 17:52:30 +0000 2017,11/12/2017 17:52:30,tr,,,,,,
9.40278129242853E+017,Domsty321,Mon Dec 11 17:52:30 +0000 2017,11/12/2017 17:52:30,cs,,,,,,
9.40278128462746E+017,vada_bransfield,Mon Dec 11 17:52:30 +0000 2017,11/12/2017 17:52:30,en,,,,,,
9.40278125786694E+017,Pedrotds2,Mon Dec 11 17:52:29 +0000 2017,11/12/2017 17:52:29,pt,,,,,,
9.40278125530935E+017,Ferreiraa_1608,Mon Dec 11 17:52:29 +0000 2017,11/12/2017 17:52:29,pt,,,,,,
9.40278119059153E+017,jjforon,Mon Dec 11 17:52:27 +0000 2017,11/12/2017 17:52:27,es,,,,,,
9.4027810716828E+017,enejdan,Mon Dec 11 17:52:24 +0000 2017,11/12/2017 17:52:24,en,,,,,,
9.40278105238843E+017,ayd_akif,Mon Dec 11 17:52:24 +0000 2017,11/12/2017 17:52:24,tr,,,,,,
9.40278101413687E+017,Mehaksamazing,Mon Dec 11 17:52:23 +0000 2017,11/12/2017 17:52:23,en,,,,,,
9.40278100230857E+017,MarioAbate08,Mon Dec 11 17:52:23 +0000 2017,11/12/2017 17:52:23,pt,,,,,,
9.40278098397946E+017,demiirrbass,Mon Dec 11 17:52:22 +0000 2017,11/12/2017 17:52:22,tr,,,,,,
9.40278093578756E+017,soeightnavi,Mon Dec 11 17:52:21 +0000 2017,11/12/2017 17:52:21,fr,,,,,,
9.40278091464798E+017,phebemartinell3,Mon Dec 11 17:52:21 +0000 2017,11/12/2017 17:52:21,en,,,,,,
9.40278089229185E+017,TylerEoff,Mon Dec 11 17:52:20 +0000 2017,11/12/2017 17:52:20,en,,,,,,
9.40278086716789E+017,semihtahaakgl,Mon Dec 11 17:52:20 +0000 2017,11/12/2017 17:52:20,tr,,,,,,
9.40278080957846E+017,FirstpostSports,Mon Dec 11 17:52:18 +0000 2017,11/12/2017 17:52:18,en,,,,,,
9.40278074368713E+017,dwitannto,Mon Dec 11 17:52:17 +0000 2017,11/12/2017 17:52:17,id,,,,,,
9.40278063257883E+017,kingpatprash,Mon Dec 11 17:52:14 +0000 2017,11/12/2017 17:52:14,en,,,,,,
9.40278059957195E+017,neziftamson,Mon Dec 11 17:52:13 +0000 2017,11/12/2017 17:52:13,tr,,,,,,
9.4027805973488E+017,ilRomanistaweb,Mon Dec 11 17:52:13 +0000 2017,11/12/2017 17:52:13,it,,,,,,
9.40278059235545E+017,mraldialfian,Mon Dec 11 17:52:13 +0000 2017,11/12/2017 17:52:13,en,,,,,,
9.40278059197809E+017,NandaNS_10,Mon Dec 11 17:52:13 +0000 2017,11/12/2017 17:52:13,id,,,,,,
9.40278057964921E+017,smarta84,Mon Dec 11 17:52:13 +0000 2017,11/12/2017 17:52:13,en,,,,,,
9.40278047210639E+017,srsharkie,Mon Dec 11 17:52:10 +0000 2017,11/12/2017 17:52:10,en,,,,,,
9.40278027279323E+017,Kevin02Ky,Mon Dec 11 17:52:05 +0000 2017,11/12/2017 17:52:05,fr,,,,,,
9.40278024574067E+017,pphoboss,Mon Dec 11 17:52:05 +0000 2017,11/12/2017 17:52:05,tr,,,,,,
9.40278023017734E+017,mahirye,Mon Dec 11 17:52:04 +0000 2017,11/12/2017 17:52:04,en,,,,,,
9.40278015015219E+017,Eneszen92714523,Mon Dec 11 17:52:02 +0000 2017,11/12/2017 17:52:02,tr,,,,,,
9.40278014105063E+017,verjr10,Mon Dec 11 17:52:02 +0000 2017,11/12/2017 17:52:02,it,,,,,,
9.40278012473434E+017,maggiewilson231,Mon Dec 11 17:52:02 +0000 2017,11/12/2017 17:52:02,en,,,,,,
9.40277999747895E+017,emreoztekin96,Mon Dec 11 17:51:59 +0000 2017,11/12/2017 17:51:59,tr,,,,,,
9.40277997688578E+017,shaypower1,Mon Dec 11 17:51:58 +0000 2017,11/12/2017 17:51:58,en,,,,,,
9.40277991757693E+017,NandaNS_10,Mon Dec 11 17:51:57 +0000 2017,11/12/2017 17:51:57,id,,,,,,
9.40277990717567E+017,SMUSHKIDAYO,Mon Dec 11 17:51:57 +0000 2017,11/12/2017 17:51:57,en,,,,,,
9.40277987378979E+017,ClaudiaMunozpaz,Mon Dec 11 17:51:56 +0000 2017,11/12/2017 17:51:56,es,,,,,,
9.40277986766611E+017,Lanet_micee,Mon Dec 11 17:51:56 +0000 2017,11/12/2017 17:51:56,tr,,,,,,
9.40277986040975E+017,MuhTevhit,Mon Dec 11 17:51:56 +0000 2017,11/12/2017 17:51:56,tr,,,,,,
9.4027798277775E+017,dj_themes,Mon Dec 11 17:51:55 +0000 2017,11/12/2017 17:51:55,en,,,,,,
9.40277982320517E+017,supreeth28,Mon Dec 11 17:51:55 +0000 2017,11/12/2017 17:51:55,en,,,,,,
9.40277978755367E+017,lachowski_23,Mon Dec 11 17:51:54 +0000 2017,11/12/2017 17:51:54,es,,,,,,
9.40277965652419E+017,osmanseyhann,Mon Dec 11 17:51:51 +0000 2017,11/12/2017 17:51:51,tr,,,,,,
9.40277963714646E+017,AtiqahRhm,Mon Dec 11 17:51:50 +0000 2017,11/12/2017 17:51:50,en,,,,,,
9.40277963370783E+017,MehmetGlolu12,Mon Dec 11 17:51:50 +0000 2017,11/12/2017 17:51:50,tr,,,,,,
9.4027796315675E+017,deboraa1893,Mon Dec 11 17:51:50 +0000 2017,11/12/2017 17:51:50,pt,,,,,,
9.40277958463382E+017,muhibkidwai,Mon Dec 11 17:51:49 +0000 2017,11/12/2017 17:51:49,en,,,,,,
9.40277958312366E+017,Festeves83,Mon Dec 11 17:51:49 +0000 2017,11/12/2017 17:51:49,pt,,,,,,
9.40277957536428E+017,Illinois_MJ,Mon Dec 11 17:51:49 +0000 2017,11/12/2017 17:51:49,en,,,,,,
9.40277955359584E+017,langstanley2428,Mon Dec 11 17:51:48 +0000 2017,11/12/2017 17:51:48,en,,,,,,
